,regionCode
995,21
1203,21
3358,21
3643,21
868,21
2953,21
2582,21
1190,21
836,21
2516,21
664,21
2100,21
3785,21
588,21
1560,21
5480,21
1177,21
4421,21
87,21
1382,21
1217,21
1095,21
6463,21
4596,21
4540,21
1855,21
2956,21
5267,21
3425,21
3408,21
4514,21
678,21
5367,21
5641,21
3280,21
3313,21
6357,21
1431,21
6866,21
721,21
3480,21
6044,21
3978,21
1881,21
1840,21
4911,21
1812,21
105,21
514,21
4730,21
3586,21
4966,21
3243,21
1940,21
5081,21
1974,21
3880,21
4817,21
6820,21
121,21
262,21
6762,20
513,20
191,20
3238,20
1499,20
1028,20
534,20
4764,20
760,20
4500,20
1254,20
3426,20
3595,20
5839,20
3687,20
3134,20
3382,20
3672,20
39,20
296,20
3200,20
2884,20
3029,20
4041,20
3393,20
2460,20
2683,20
3918,20
1113,20
2450,20
3597,20
2875,20
2904,20
6732,20
5757,20
3798,20
4349,20
2542,20
5441,20
5105,20
4574,20
4133,20
4793,20
2490,20
1050,20
1698,20
4668,20
4101,20
2314,20
4254,20
5509,20
2489,20
2354,20
4956,20
4266,20
4418,20
4363,20
1911,20
83,20
1166,20
142,20
3420,20
6068,20
4947,20
392,20
2109,20
5774,20
4970,20
2534,20
4731,20
5470,20
3600,20
3342,20
2554,20
3580,20
1592,20
1962,20
3993,20
3758,20
4839,20
3822,20
4571,20
1407,20
212,20
2789,20
473,20
5134,20
5089,20
3507,20
2849,20
205,20
3652,20
3868,20
3543,20
4291,20
4396,20
3962,20
1138,20
3187,20
5484,20
5208,20
717,20
5942,20
3366,20
842,20
3491,20
2368,20
2161,20
928,20
3050,20
5546,20
3612,20
3444,20
4032,20
2510,20
2016,19
2585,19
3891,19
5086,19
5314,19
6239,19
1024,19
1054,19
4374,19
3288,19
625,19
2921,19
4181,19
470,19
789,19
3441,19
3053,19
178,19
780,19
458,19
3064,19
975,19
6368,19
972,19
4187,19
427,19
5059,19
1682,19
2297,19
1563,19
3352,19
1859,19
1495,19
4322,19
6113,19
364,19
4412,19
5782,19
3581,19
4838,19
3843,19
1329,19
4013,19
4734,19
2938,19
1955,19
5060,19
3564,19
5419,19
1420,19
812,19
474,19
2090,19
934,19
4727,19
5847,19
4584,19
5312,19
4469,19
3532,19
3602,19
3502,19
4043,19
3671,19
4592,19
982,19
893,19
2321,19
6530,19
3901,19
20,19
3515,19
6980,19
2183,19
1229,19
6908,19
3875,19
6939,19
160,19
5585,19
2225,19
4132,19
3914,19
2819,19
4174,19
3161,19
4577,19
84,19
2584,19
3437,19
2556,19
3087,19
5009,19
431,19
4763,19
3512,19
5341,19
2081,19
2540,19
4806,19
3705,19
2970,19
962,19
1800,19
3635,19
6060,19
2179,19
1428,19
2039,19
6639,19
5404,19
3365,19
3746,19
40,19
1360,19
3373,19
5516,19
2307,19
797,19
1994,18
3681,18
3976,18
3905,18
497,18
5850,18
4846,18
5951,18
3290,18
4505,18
2259,18
884,18
3141,18
794,18
4532,18
3882,18
3907,18
344,18
781,18
4148,18
1884,18
4820,18
2522,18
3739,18
2256,18
3310,18
4110,18
2478,18
2966,18
6017,18
578,18
3412,18
4156,18
5269,18
1173,18
4604,18
1523,18
3383,18
2260,18
3278,18
5014,18
2216,18
5402,18
1837,18
908,18
1566,18
3326,18
3414,18
5502,18
2712,18
2729,18
393,18
3783,18
2784,18
6074,18
2296,18
4017,18
3185,18
643,18
4177,18
5517,18
3429,18
5804,18
4166,18
4736,18
165,18
2836,18
1554,18
4044,18
3809,18
6259,18
3772,18
4010,18
2861,18
1849,18
461,18
2475,18
3679,18
2610,18
528,18
4867,18
7281,18
5604,18
1737,18
2114,18
1791,18
1702,18
1680,18
3251,18
5644,18
6058,18
7279,18
5454,18
3604,18
3439,18
2742,18
5919,18
5435,18
642,18
454,18
5547,18
4873,18
1053,18
3312,18
5399,18
1167,18
6291,18
939,18
996,18
4329,18
2452,18
4378,18
1082,18
981,17
598,17
4320,17
2877,17
1720,17
2945,17
4472,17
2995,17
2360,17
4864,17
1311,17
5725,17
2043,17
4494,17
3407,17
2891,17
4825,17
5011,17
476,17
4028,17
3493,17
3010,17
2034,17
5755,17
2806,17
6840,17
4875,17
1795,17
3456,17
5830,17
3440,17
1487,17
6327,17
6578,17
3845,17
3291,17
4258,17
4706,17
2639,17
5948,17
732,17
4305,17
4023,17
5043,17
6227,17
2402,17
5185,17
3486,17
4253,17
3942,17
488,17
3689,17
4413,17
6088,17
5274,17
3349,17
4311,17
3895,17
2912,17
1559,17
5201,17
5806,17
2751,17
1216,17
2550,17
2004,17
2975,17
3370,17
5798,17
3535,17
4122,17
845,17
4822,17
5855,17
3236,17
4589,17
195,17
5168,17
4908,17
790,17
5542,17
1662,17
3618,17
1671,17
1636,17
1853,17
3974,17
1909,17
5872,17
1745,17
6124,17
3996,17
5540,17
2406,17
1754,17
4618,17
3915,17
2895,17
826,17
5789,17
1715,17
4984,17
1484,17
3471,17
5189,17
4402,17
6233,17
1432,17
2678,17
4134,17
4883,17
4693,17
3549,17
4214,17
3771,17
5915,17
3378,17
2474,17
6393,17
986,17
1,17
6680,17
4040,17
1834,17
3084,17
6165,17
2827,17
2508,17
3630,17
3664,17
5551,17
1830,17
6489,17
6110,17
6418,17
3294,17
5230,17
887,17
1697,17
6080,17
56,17
1594,17
4995,17
2457,17
2325,17
386,17
4203,17
3337,17
1998,17
2254,17
3146,17
909,17
1851,17
5461,17
5427,17
5191,17
4993,17
3917,17
5743,17
5160,17
3863,17
3505,17
4022,16
3892,16
3501,16
362,16
5500,16
498,16
2071,16
4858,16
3144,16
2755,16
5080,16
69,16
3347,16
400,16
446,16
3170,16
3192,16
3361,16
6292,16
4262,16
2230,16
2176,16
3157,16
613,16
5799,16
4955,16
4801,16
2810,16
1833,16
3079,16
1337,16
371,16
4157,16
3355,16
2882,16
3430,16
6313,16
5679,16
4423,16
3308,16
3830,16
1064,16
5317,16
4223,16
2587,16
2112,16
5016,16
2592,16
3540,16
2983,16
6062,16
3006,16
3267,16
3500,16
4581,16
5249,16
2968,16
4371,16
4269,16
984,16
6729,16
2567,16
4183,16
2376,16
5361,16
5420,16
1524,16
6383,16
5779,16
3077,16
4518,16
2447,16
6443,16
477,16
478,16
507,16
3100,16
1862,16
5078,16
4489,16
5039,16
5248,16
3384,16
3107,16
2144,16
4517,16
4626,16
1970,16
2058,16
3849,16
293,16
6750,16
5605,16
48,16
4070,16
3209,16
5978,16
5595,16
3725,16
1097,16
2149,16
2493,16
1915,16
2068,16
3003,16
1235,16
248,16
5933,16
2896,16
4445,16
6369,16
685,16
3070,16
1414,16
5083,16
5985,16
6329,16
1346,16
761,16
1817,16
494,16
2290,16
3332,16
171,16
5552,16
1136,16
6132,16
3211,16
3718,16
5736,16
4529,16
5052,16
1279,16
2825,16
3166,16
3477,16
1435,16
6002,16
4283,16
811,16
2920,16
1896,16
1178,16
1099,16
3066,16
1462,16
5279,15
5807,15
1467,15
5728,15
227,15
3007,15
4896,15
6831,15
4457,15
3158,15
5130,15
4248,15
4522,15
3803,15
2791,15
1664,15
3910,15
768,15
3629,15
1231,15
4785,15
6006,15
3221,15
2415,15
323,15
2189,15
4565,15
4891,15
2691,15
2505,15
4814,15
4230,15
3983,15
2322,15
3828,15
2240,15
3458,15
4263,15
5703,15
1121,15
1186,15
3795,15
971,15
3971,15
518,15
3663,15
4680,15
2620,15
5165,15
2316,15
2310,15
3760,15
5737,15
2197,15
5918,15
4153,15
1227,15
1623,15
1753,15
1384,15
6129,15
2257,15
209,15
3637,15
27,15
4159,15
922,15
3751,15
774,15
1651,15
2390,15
1655,15
211,15
3864,15
990,15
4282,15
4067,15
224,15
1169,15
5408,15
2922,15
3859,15
6247,15
1882,15
2241,15
992,15
2794,15
6518,15
809,15
154,15
3591,15
3021,15
2979,15
4120,15
3919,15
3510,15
1990,15
4089,15
2817,15
3422,15
881,15
365,15
2611,15
1597,15
5766,15
552,15
5417,15
3390,15
6672,15
4786,15
1199,15
3466,15
6135,15
4981,15
3214,15
5243,15
5162,15
4091,15
6344,15
3576,15
5170,15
2736,15
711,15
4554,15
88,15
5515,15
4188,15
2635,15
1746,15
6557,15
2942,15
1872,15
3182,15
2117,15
6367,15
3204,15
1282,15
6838,15
5070,15
4326,15
4696,15
4677,15
5252,15
3534,15
3703,15
5802,15
1272,15
1366,15
6106,15
1520,15
5897,15
1022,15
2385,15
7184,15
2328,15
4927,15
4277,15
4690,15
6027,15
3250,15
4623,15
415,15
901,15
2159,15
6057,15
4102,15
3318,15
2990,15
103,15
1335,15
949,15
2863,14
201,14
1939,14
4292,14
6311,14
4519,14
4553,14
6535,14
1477,14
6774,14
541,14
1020,14
744,14
4701,14
5384,14
2396,14
3889,14
5436,14
265,14
5940,14
5074,14
4816,14
985,14
2898,14
3206,14
4056,14
3198,14
5324,14
2831,14
4298,14
3359,14
5563,14
2413,14
6586,14
2689,14
779,14
6183,14
4669,14
1622,14
5655,14
4594,14
3049,14
2087,14
4747,14
82,14
3379,14
5285,14
2864,14
2399,14
6469,14
4143,14
6295,14
5863,14
4197,14
2552,14
3670,14
4776,14
4671,14
6974,14
4876,14
3625,14
3967,14
3450,14
5138,14
2309,14
2427,14
1894,14
2437,14
3821,14
2614,14
3234,14
2335,14
4088,14
815,14
223,14
3022,14
2269,14
2737,14
3229,14
1686,14
4440,14
989,14
4215,14
6199,14
472,14
5794,14
4705,14
47,14
547,14
4272,14
2279,14
5143,14
4250,14
198,14
2262,14
6065,14
6140,14
5469,14
6364,14
5095,14
5126,14
6133,14
3617,14
825,14
4485,14
3381,14
5218,14
5579,14
6282,14
3091,14
1593,14
2113,14
2785,14
3997,14
1667,14
5063,14
1752,14
4663,14
1964,14
3482,14
336,14
2237,14
4144,14
1900,14
5612,14
7393,14
5681,14
1322,14
3186,14
2380,14
3648,14
3779,14
3800,14
2289,14
4567,14
203,14
3831,14
4362,14
1011,14
5865,14
3968,14
312,14
6036,14
2641,14
5810,14
3118,14
463,14
4039,14
783,14
5046,14
1910,14
6177,14
33,14
6784,14
4832,14
6016,14
4509,14
5995,14
5705,14
4318,14
594,14
3105,14
1218,14
3964,13
4836,13
3673,13
2367,13
1221,13
2886,13
5075,13
6278,13
5262,13
6815,13
3693,13
6149,13
5149,13
4036,13
3596,13
2249,13
4599,13
314,13
3682,13
6072,13
2374,13
2959,13
43,13
5607,13
2459,13
1782,13
4147,13
2823,13
2950,13
4337,13
4745,13
3019,13
1922,13
2255,13
3555,13
2677,13
3860,13
3959,13
383,13
1165,13
2581,13
3025,13
4573,13
5276,13
3179,13
6150,13
873,13
4411,13
5560,13
6738,13
2511,13
464,13
6207,13
660,13
3569,13
2400,13
1295,13
5649,13
1724,13
2662,13
4579,13
4316,13
6521,13
2544,13
1342,13
5203,13
3176,13
3362,13
5921,13
5414,13
863,13
2597,13
4538,13
4242,13
3615,13
3846,13
4880,13
2315,13
5232,13
2465,13
4204,13
2671,13
3397,13
4964,13
3208,13
7080,13
3052,13
4782,13
4293,13
649,13
2386,13
817,13
5533,13
1644,13
2601,13
5562,13
4479,13
5477,13
4071,13
810,13
5720,13
4972,13
6155,13
4746,13
6884,13
3665,13
3865,13
1112,13
5066,13
2596,13
6580,13
705,13
2101,13
1543,13
379,13
1528,13
6714,13
4665,13
4083,13
232,13
3613,13
5042,13
2351,13
3035,13
6527,13
3116,13
1699,13
3048,13
4021,13
158,13
4137,13
4289,13
2365,13
3713,13
3115,13
4380,13
3685,13
2412,13
2623,13
3473,13
5730,13
5091,13
802,13
3737,13
285,13
2758,13
2378,13
2669,13
6913,13
5602,13
1723,13
2497,13
6737,13
2588,13
2709,13
5838,13
5851,13
3104,13
630,13
4689,13
5421,13
5209,13
3090,13
3723,13
4006,13
3738,13
3924,13
4968,13
5657,13
6115,13
5928,13
1292,13
2944,13
3338,13
3806,13
4666,13
4005,13
4030,13
6987,13
5906,13
3135,13
1693,13
459,13
5972,13
2843,12
4234,12
5127,12
6882,12
5079,12
2151,12
1201,12
1728,12
2501,12
4031,12
7312,12
5082,12
1879,12
3224,12
4502,12
5037,12
1892,12
5450,12
5175,12
3960,12
2438,12
2840,12
5343,12
4928,12
1647,12
5557,12
2761,12
5876,12
4625,12
1215,12
4379,12
2177,12
6899,12
2553,12
918,12
4428,12
4655,12
6632,12
1607,12
846,12
3343,12
1408,12
2332,12
1308,12
2923,12
2019,12
3443,12
1663,12
2798,12
2719,12
5293,12
4654,12
1344,12
4099,12
5536,12
5762,12
3733,12
3344,12
5131,12
2943,12
926,12
5058,12
1701,12
5712,12
86,12
1519,12
634,12
6151,12
5158,12
6096,12
3127,12
5440,12
4799,12
5772,12
1893,12
5493,12
4026,12
4766,12
4385,12
4740,12
1175,12
4708,12
1374,12
584,12
1718,12
4109,12
2899,12
966,12
3159,12
7056,12
267,12
651,12
6172,12
2425,12
4720,12
3123,12
3920,12
3870,12
5286,12
1729,12
5912,12
5265,12
6167,12
1999,12
3009,12
5998,12
5549,12
5123,12
4442,12
1502,12
4612,12
3314,12
2993,12
4155,12
3154,12
4583,12
5592,12
735,12
6178,12
2648,12
3092,12
4035,12
6090,12
2277,12
1540,12
6181,12
2270,12
15,12
4331,12
6179,12
7234,12
5180,12
5040,12
4651,12
3279,12
5264,12
5222,12
3949,12
4758,12
3086,12
4841,12
134,12
5739,12
6359,12
4835,12
6075,12
6422,12
3766,12
1115,12
3175,12
1287,12
3001,12
5584,12
540,12
4924,12
1807,12
6180,12
4906,12
4557,12
1824,12
3894,12
5019,12
4429,12
4783,12
3566,12
6946,12
1571,12
5069,12
5966,12
276,12
3946,12
4047,11
6957,11
5677,11
6200,11
3732,11
5294,11
848,11
7283,11
5582,11
4520,11
3054,11
2697,11
421,11
2355,11
866,11
6978,11
4150,11
2341,11
4216,11
4176,11
4328,11
1512,11
3994,11
5909,11
4872,11
2326,11
5342,11
3387,11
247,11
1938,11
510,11
6710,11
4890,11
4575,11
3818,11
7134,11
3791,11
1739,11
4818,11
1645,11
3112,11
206,11
2946,11
4962,11
1908,11
3645,11
2306,11
2364,11
4438,11
3975,11
3032,11
3499,11
4350,11
3639,11
436,11
5120,11
353,11
5960,11
3152,11
5889,11
6019,11
4193,11
1284,11
5487,11
3852,11
306,11
5621,11
5405,11
5453,11
3589,11
4756,11
6904,11
1068,11
727,11
4923,11
5523,11
5322,11
6028,11
5880,11
5288,11
4790,11
4124,11
5663,11
4090,11
3827,11
2392,11
4609,11
4251,11
5090,11
6828,11
7011,11
4934,11
3435,11
4588,11
19,11
5392,11
5345,11
4656,11
1529,11
5903,11
3316,11
1732,11
3164,11
3619,11
6551,11
5410,11
4980,11
4629,11
2210,11
4256,11
2955,11
3575,11
3752,11
2142,11
3073,11
2074,11
4684,11
2252,11
4118,11
6682,11
4958,11
3194,11
5320,11
3241,11
4826,11
6211,11
1116,11
184,11
592,11
4676,11
3765,11
1619,11
6309,11
1870,11
4068,11
3479,11
5372,11
5727,11
6515,11
2194,11
2832,11
5183,11
2529,11
4750,11
557,11
4823,11
877,11
6486,11
1874,11
6598,11
6263,11
1650,11
5646,11
186,11
537,11
4560,11
3778,11
1692,11
4717,11
7028,11
3934,11
3793,11
3691,11
2809,11
2381,11
2890,11
5759,11
5835,11
947,11
5573,11
2031,11
5068,11
4424,11
500,11
5952,11
3790,11
1062,11
2682,11
3004,11
5619,11
5479,11
4586,11
4597,11
6945,11
6271,11
6721,11
2480,11
6171,11
280,11
1717,11
3991,11
969,11
1743,11
1683,11
3556,11
5107,11
4812,11
2495,11
1579,11
5013,11
5811,11
5665,11
4495,11
2908,11
1388,10
4490,10
1433,10
2245,10
5104,10
5033,10
3951,10
5747,10
6034,10
5147,10
5113,10
4270,10
4483,10
1675,10
4660,10
3282,10
3163,10
3634,10
2217,10
4131,10
5667,10
722,10
2578,10
1596,10
100,10
6704,10
5213,10
5554,10
5577,10
3906,10
3587,10
6447,10
5548,10
7365,10
1010,10
2795,10
6462,10
2616,10
567,10
1496,10
260,10
1471,10
5379,10
2294,10
1195,10
4368,10
4435,10
5358,10
4158,10
4405,10
5961,10
4389,10
3328,10
994,10
4662,10
6834,10
6909,10
6163,10
5425,10
4497,10
4815,10
3177,10
1494,10
4549,10
6761,10
5393,10
6071,10
4784,10
4448,10
1044,10
6073,10
4777,10
1133,10
3018,10
1735,10
4791,10
6111,10
5418,10
2862,10
4015,10
857,10
4945,10
4401,10
6798,10
5647,10
6448,10
4450,10
5580,10
6197,10
6316,10
1517,10
4053,10
3908,10
5519,10
3148,10
3854,10
876,10
4837,10
4788,10
5873,10
5969,10
6783,10
6421,10
5102,10
5115,10
3684,10
1604,10
5693,10
5630,10
5635,10
2532,10
2212,10
3592,10
5805,10
5247,10
4510,10
3740,10
5856,10
6307,10
6713,10
4761,10
6439,10
3966,10
4410,10
6046,10
2781,10
871,10
5910,10
6226,10
6325,10
5015,10
1468,10
6148,10
80,10
2456,10
6406,10
7161,10
2770,10
4484,10
5862,10
1364,10
4898,10
2765,10
4433,10
4098,10
5734,10
4400,10
5434,10
6429,10
4149,10
5713,10
626,10
4020,10
692,10
5122,10
6138,10
5219,10
5462,10
2954,10
5229,10
5761,10
2745,10
5989,10
4125,10
7387,10
5722,10
4308,10
2092,10
2336,10
3773,10
4168,10
958,10
4199,10
6618,10
5004,10
6303,10
2958,10
5270,10
6683,10
3930,10
3043,10
3315,10
7072,10
4940,10
6893,10
4221,10
3416,10
456,10
7149,10
6859,10
5257,10
5826,10
4752,10
5790,10
6846,10
5156,10
5991,10
3162,10
3768,10
5541,10
3117,10
5634,10
1863,10
2267,10
3688,10
6092,10
4601,10
1869,10
295,10
1660,10
5100,10
6499,10
2204,10
4191,10
4508,10
2266,10
1949,10
4905,10
5347,10
3322,10
3011,10
4279,10
2271,10
4288,10
1383,10
6821,10
4051,10
6328,10
6669,10
5007,10
3511,10
1430,10
3525,10
1497,10
2570,10
2936,10
5708,10
7380,10
5325,10
5467,10
6677,10
157,9
6381,9
5841,9
6650,9
3762,9
4852,9
2010,9
5146,9
3954,9
5166,9
5344,9
5507,9
7126,9
895,9
4833,9
7272,9
4300,9
5275,9
1762,9
237,9
3706,9
2191,9
6014,9
6464,9
3258,9
4811,9
3324,9
7094,9
1267,9
2015,9
5614,9
5150,9
5626,9
3770,9
1643,9
6983,9
6711,9
5565,9
5967,9
6876,9
4393,9
5359,9
5036,9
6442,9
6967,9
2300,9
4809,9
4698,9
5455,9
2655,9
2948,9
3936,9
2684,9
6262,9
4649,9
5197,9
5316,9
6453,9
6265,9
7408,9
5691,9
5021,9
6224,9
7055,9
5726,9
3333,9
6413,9
6246,9
6040,9
6407,9
1042,9
1033,9
3498,9
6585,9
4994,9
4900,9
5792,9
6593,9
1239,9
4229,9
4404,9
1245,9
5355,9
4903,9
1838,9
2121,9
5834,9
4899,9
5553,9
3395,9
6970,9
1409,9
6238,9
5429,9
2098,9
3921,9
1730,9
5717,9
6525,9
5866,9
3503,9
6559,9
1535,9
3696,9
6441,9
4537,9
418,9
3523,9
5318,9
1008,9
5945,9
4136,9
6363,9
6206,9
4327,9
131,9
3376,9
5030,9
3756,9
5371,9
5193,9
7188,9
6067,9
2686,9
2181,9
5186,9
6709,9
4387,9
1510,9
6048,9
4526,9
3847,9
3260,9
407,9
3675,9
6174,9
4042,9
1488,9
246,9
3744,9
6624,9
3036,9
5529,9
4653,9
1856,9
4695,9
3133,9
4063,9
4611,9
3321,9
6746,9
2520,9
5864,9
5490,9
5349,9
6969,9
2085,9
5775,9
5202,9
162,9
6283,9
6926,9
7070,9
3851,9
4169,9
1646,9
4037,9
50,9
2624,9
3464,9
4699,9
1081,9
4121,9
5006,9
596,9
4840,9
6098,9
4033,9
6228,9
3217,9
3262,9
3735,9
5356,9
4726,9
6438,9
6022,9
4260,9
4359,9
2371,9
7015,9
6101,9
4391,9
3449,9
4683,9
1183,9
6033,9
5815,9
4687,9
2547,9
3579,9
2048,9
6616,9
5566,9
2363,9
3470,9
4376,9
5803,9
5721,9
5446,9
6164,9
4504,9
6556,9
4550,9
4862,9
5884,9
6087,9
5108,9
4798,9
3201,9
575,9
3839,9
6444,9
3816,9
6343,9
6973,9
168,9
228,9
2198,9
7263,9
1965,9
2082,9
5157,9
2627,9
748,9
7223,9
4950,9
3642,9
1648,9
3239,9
2845,9
65,9
4055,9
2209,9
6684,9
5695,9
7376,8
5543,8
5640,8
6374,8
5397,8
5650,8
3099,8
4364,8
7065,8
2414,8
7315,8
6696,8
7533,8
6936,8
5555,8
438,8
5615,8
5920,8
7258,8
6084,8
4002,8
5174,8
3448,8
1614,8
5020,8
5699,8
5954,8
1469,8
4195,8
7023,8
25,8
5388,8
2994,8
2066,8
2319,8
6817,8
252,8
6290,8
7069,8
1716,8
4953,8
5528,8
4082,8
6423,8
2660,8
3180,8
6540,8
6822,8
4704,8
6160,8
119,8
6121,8
4639,8
4280,8
2444,8
4892,8
4547,8
6248,8
6829,8
4460,8
4338,8
6043,8
4555,8
5167,8
7153,8
5567,8
4471,8
7106,8
7248,8
7699,8
4759,8
4907,8
6613,8
4585,8
4733,8
4637,8
5204,8
7901,8
4314,8
2377,8
6203,8
180,8
3715,8
7155,8
6371,8
1948,8
4486,8
3375,8
5846,8
5331,8
4480,8
4066,8
6305,8
6288,8
4616,8
4171,8
3941,8
1453,8
4652,8
4335,8
2164,8
7091,8
3571,8
6021,8
5323,8
7111,8
5753,8
5786,8
798,8
3636,8
4061,8
4038,8
5503,8
6583,8
6142,8
5510,8
1257,8
5833,8
5611,8
2441,8
5672,8
6284,8
505,8
6836,8
6318,8
669,8
3421,8
4933,8
1584,8
931,8
6031,8
4345,8
5598,8
3794,8
6776,8
4936,8
5636,8
5140,8
4645,8
2700,8
2687,8
2538,8
7535,8
4085,8
1918,8
5814,8
5537,8
7943,8
3952,8
2855,8
6131,8
6570,8
1605,8
5654,8
5628,8
4210,8
5709,8
2881,8
7135,8
6597,8
3411,8
5874,8
6338,8
6925,8
4384,8
6079,8
7399,8
5350,8
5468,8
3998,8
6204,8
1446,8
4227,8
6534,8
1613,8
6715,8
5305,8
6161,8
2323,8
7231,8
6069,8
3731,8
5742,8
2688,8
2382,8
6856,8
2673,8
2449,8
4427,8
4863,8
1509,8
2837,8
3885,8
2339,8
6085,8
6049,8
4997,8
4796,8
6455,8
4610,8
7702,8
173,8
5057,8
2732,8
53,8
6943,8
5228,8
6054,8
1419,8
3171,8
6806,8
330,8
5888,8
2539,8
5513,8
352,8
4072,8
4151,8
4564,8
3514,8
840,8
7481,8
5035,8
2302,8
3286,8
1473,8
67,8
5280,8
5670,8
2148,8
5756,8
2866,8
5745,8
3483,8
6569,8
5783,8
5003,8
5116,8
1545,8
2647,8
5369,8
5974,8
5027,8
2824,8
6571,8
4375,8
5351,8
7057,8
1758,8
6638,8
4377,8
5370,8
4366,8
5241,8
6596,8
4018,8
5993,8
1885,8
2704,8
3131,8
7005,8
4436,8
4630,8
5837,8
3289,8
4462,8
6117,8
5526,8
7255,8
1489,8
2629,8
7107,8
7683,8
3774,8
6508,8
7412,8
1677,8
6426,8
6264,8
7115,8
5719,8
6553,8
3808,8
5643,8
1316,8
3888,8
3660,8
4369,8
1243,8
6375,8
7368,8
4914,8
1586,8
3745,8
4697,8
6476,8
5494,8
5900,8
5764,8
3223,8
5017,8
6663,8
4568,8
6988,8
3044,8
6645,8
4417,7
5448,7
6215,7
7791,7
3769,7
6733,7
4865,7
2448,7
7651,7
4563,7
6658,7
3887,7
4111,7
5578,7
3669,7
2873,7
4439,7
3782,7
6601,7
1176,7
938,7
6437,7
5423,7
3656,7
7324,7
5682,7
6723,7
1055,7
4208,7
1286,7
5077,7
7716,7
479,7
5506,7
9,7
5861,7
2604,7
6688,7
7062,7
6985,7
5793,7
5982,7
5999,7
2464,7
5971,7
4353,7
5825,7
4014,7
6056,7
3520,7
1668,7
5049,7
3557,7
5885,7
3567,7
6143,7
3963,7
5828,7
4917,7
2638,7
4728,7
4492,7
4718,7
6193,7
4552,7
4621,7
2218,7
6662,7
7301,7
511,7
6257,7
5700,7
6332,7
5527,7
5431,7
5571,7
2566,7
7157,7
4561,7
221,7
5067,7
3403,7
6786,7
4751,7
2200,7
1804,7
3700,7
1995,7
523,7
359,7
2487,7
5983,7
5281,7
6076,7
7311,7
6253,7
5785,7
5698,7
6396,7
391,7
5465,7
6991,7
6522,7
2338,7
1439,7
7256,7
5362,7
3317,7
7309,7
5413,7
4973,7
740,7
5395,7
4661,7
6458,7
490,7
2292,7
4830,7
924,7
6648,7
5594,7
5618,7
1161,7
5334,7
5776,7
3453,7
4360,7
6808,7
2564,7
7609,7
6895,7
1923,7
6461,7
6077,7
5732,7
564,7
1769,7
4885,7
6537,7
3676,7
7295,7
7270,7
4373,7
6550,7
6273,7
7177,7
6575,7
6214,7
7496,7
5155,7
2175,7
1001,7
6301,7
4633,7
912,7
5668,7
7695,7
3883,7
1393,7
2735,7
3061,7
4913,7
3721,7
5272,7
5458,7
6608,7
6192,7
571,7
