,regionCode
4009,7
1582,7
4432,7
2642,7
6906,7
917,7
6139,7
3231,7
5298,7
916,7
6398,7
6563,7
7211,7
5871,7
3578,7
6352,7
6008,7
7334,7
5029,7
6353,7
5816,7
5452,7
818,7
2964,7
2762,7
1933,7
7438,7
7039,7
5386,7
1247,7
2558,7
5200,7
7089,7
4057,7
2928,7
6685,7
5822,7
4881,7
5953,7
496,7
2393,7
2699,7
4675,7
1289,7
1103,7
7298,7
5959,7
6029,7
3071,7
5962,7
5738,7
5832,7
2513,7
6568,7
6042,7
3404,7
5751,7
6606,7
5008,7
4297,7
3058,7
4702,7
4725,7
5210,7
4093,7
6315,7
3741,7
7558,7
6695,7
6391,7
7,7
5136,7
5769,7
5215,7
6708,7
5244,7
4738,7
2815,7
5308,7
5307,7
5026,7
1725,7
7445,7
7007,7
3593,7
5422,7
6702,7
5746,7
81,7
6217,7
839,7
2723,7
6475,7
1649,7
1237,7
5687,7
7442,7
3513,7
4754,7
5587,7
5154,7
6833,7
5231,7
5593,7
1665,7
5460,7
5353,7
1934,7
6582,7
1048,7
7186,7
3247,7
4857,7
4167,7
6542,7
7383,7
1913,7
6260,7
4076,7
6848,7
6050,7
4175,7
3496,7
5038,7
5176,7
6147,7
5437,7
2572,7
5514,7
5400,7
151,7
5387,7
5765,7
4888,7
4795,7
2056,7
231,7
5808,7
5256,7
2698,7
6965,7
5868,7
2347,7
6835,7
7036,7
5198,7
6984,7
5439,7
6885,7
5572,7
5944,7
5396,7
6519,6
6136,6
2462,6
6560,6
6986,6
6952,6
3792,6
6918,6
2932,6
7482,6
2214,6
688,6
7246,6
6615,6
646,6
5428,6
6678,6
7499,6
2972,6
6126,6
6210,6
6531,6
1209,6
3554,6
356,6
3601,6
4382,6
4075,6
5491,6
5718,6
731,6
4948,6
4929,6
6989,6
6792,6
6603,6
1711,6
7495,6
4724,6
3599,6
7203,6
7688,6
2903,6
7344,6
6472,6
6955,6
3406,6
2500,6
4467,6
3481,6
7389,6
3008,6
3913,6
4931,6
7369,6
7550,6
2052,6
4787,6
7373,6
5836,6
3189,6
6459,6
6116,6
5048,6
5659,6
2885,6
6009,6
1249,6
3014,6
5710,6
6502,6
5908,6
7300,6
6274,6
5024,6
4619,6
6609,6
7201,6
6536,6
4115,6
6960,6
6045,6
4523,6
3944,6
6654,6
6594,6
5581,6
7722,6
4381,6
1669,6
2952,6
5352,6
6477,6
7639,6
3666,6
6485,6
3717,6
6653,6
5151,6
6158,6
6294,6
6330,6
6296,6
5820,6
1640,6
5407,6
7418,6
2790,6
7266,6
6934,6
7754,6
3867,6
6035,6
6619,6
4473,6
5443,6
5923,6
335,6
1351,6
2930,6
6430,6
5606,6
7042,6
7239,6
2006,6
7466,6
6747,6
2718,6
2598,6
7610,6
5980,6
843,6
7204,6
4084,6
6047,6
5924,6
7123,6
5935,6
3005,6
4819,6
1672,6
3114,6
5976,6
6532,6
6620,6
6753,6
5326,6
5827,6
5768,6
6478,6
3442,6
4578,6
7577,6
7293,6
5848,6
5771,6
3356,6
2288,6
6785,6
1889,6
7274,6
6667,6
2069,6
5943,6
6314,6
7585,6
5857,6
5094,6
6466,6
5671,6
6299,6
1562,6
4870,6
3764,6
1491,6
5447,6
4106,6
4470,6
6229,6
978,6
4196,6
2807,6
3153,6
4190,6
5376,6
1821,6
3890,6
5616,6
7194,6
6675,6
4344,6
6342,6
3616,6
5844,6
1305,6
3633,6
5692,6
6026,6
7403,6
4296,6
6003,6
6759,6
6141,6
6099,6
3257,6
6889,6
4642,6
4372,6
4146,6
3585,6
3620,6
6255,6
7436,6
6905,6
600,6
2231,6
3775,6
6010,6
4678,6
7648,6
3640,6
4679,6
7671,6
7230,6
6635,6
2808,6
41,6
4064,6
3028,6
6793,6
2370,6
7740,6
6213,6
7296,6
7799,6
2295,6
5788,6
1574,6
7257,6
7386,6
7854,6
7152,6
3986,6
7044,6
2971,6
380,6
7122,6
5939,6
7104,6
6005,6
3626,6
5101,6
6533,6
1336,6
1952,6
6366,6
7490,6
3899,6
6894,6
4185,6
7247,6
2481,6
4921,6
5892,6
3468,6
4650,6
3814,6
104,6
1547,6
4324,6
7305,6
4800,6
2926,6
5300,6
4454,6
6059,6
3965,6
7264,6
3692,6
7078,6
5704,6
6038,6
6901,6
3202,6
4897,6
6252,6
4080,6
3654,6
7470,6
6093,6
2234,6
7660,6
4163,6
6243,6
5018,6
5591,6
6676,6
6507,6
6114,6
3106,6
5207,6
2652,6
6907,6
7599,6
3853,6
5374,6
640,6
7031,6
5192,6
5895,6
4119,6
5092,6
5235,6
5683,6
4189,6
6854,6
6992,6
6493,6
3824,6
6350,6
5590,6
5821,6
5002,6
623,6
4824,6
6333,6
5327,6
4957,6
5613,6
5823,6
6599,6
2192,6
6184,6
7124,6
1059,6
3903,6
6579,6
2537,6
6425,6
5596,6
4608,6
6526,6
3195,6
4114,6
5899,6
7758,6
6574,6
7175,6
4511,6
3680,6
5894,6
1521,6
7730,6
7711,6
4341,6
1387,6
5521,6
3305,6
3156,6
5205,6
2835,6
5335,6
4987,6
6879,6
6186,6
4392,6
6287,5
546,5
6354,5
6306,5
6023,5
2022,5
3174,5
7497,5
6864,5
5956,5
6378,5
6720,5
7218,5
4920,5
5608,5
5304,5
6826,5
7360,5
6297,5
5263,5
6319,5
5902,5
7625,5
7273,5
5373,5
3249,5
830,5
2764,5
5164,5
6128,5
801,5
1823,5
7513,5
4544,5
2992,5
5724,5
4226,5
3694,5
6468,5
1219,5
6803,5
8018,5
3614,5
5346,5
4481,5
4802,5
2787,5
6355,5
6800,5
6812,5
5246,5
4546,5
5366,5
5648,5
5139,5
2622,5
6089,5
3147,5
2731,5
3410,5
7465,5
6646,5
7325,5
3051,5
4930,5
4860,5
7735,5
6270,5
6656,5
7388,5
6954,5
6940,5
2492,5
4231,5
5451,5
3799,5
5930,5
2579,5
6875,5
4952,5
7756,5
1904,5
7048,5
6572,5
7597,5
3776,5
5044,5
7222,5
2974,5
5329,5
7794,5
6951,5
3401,5
177,5
6942,5
6025,5
3538,5
1232,5
5750,5
5302,5
7113,5
1424,5
7751,5
1204,5
3562,5
4672,5
4831,5
7290,5
5936,5
6334,5
6751,5
5511,5
3240,5
4284,5
5363,5
6755,5
6719,5
5735,5
5277,5
1118,5
4414,5
7455,5
5481,5
3292,5
6376,5
6449,5
4310,5
5875,5
3537,5
6457,5
5380,5
1951,5
4295,5
334,5
5913,5
6086,5
1638,5
5368,5
5309,5
1457,5
5411,5
3232,5
6877,5
7883,5
311,5
5457,5
2802,5
6491,5
5064,5
5497,5
6823,5
6950,5
4607,5
4691,5
6244,5
3263,5
5812,5
4172,5
3961,5
7700,5
3989,5
2933,5
6379,5
7226,5
7095,5
1277,5
7458,5
4849,5
7409,5
6797,5
5328,5
4117,5
7410,5
1978,5
3336,5
7330,5
5941,5
7784,5
7320,5
2454,5
5268,5
4138,5
1631,5
5984,5
4915,5
6839,5
3485,5
2897,5
5000,5
6317,5
294,5
3609,5
5169,5
6668,5
5741,5
6881,5
5791,5
6764,5
6728,5
1290,5
4352,5
5474,5
5583,5
4104,5
5781,5
5723,5
7282,5
6415,5
5444,5
3878,5
7659,5
5929,5
5664,5
4850,5
4443,5
819,5
7116,5
7162,5
1907,5
3876,5
6001,5
5055,5
5740,5
4792,5
4700,5
7014,5
6888,5
4365,5
5987,5
4257,5
6223,5
5702,5
7646,5
6922,5
6078,5
5632,5
7366,5
2874,5
4113,5
7896,5
6474,5
3893,5
7618,5
3647,5
7130,5
4342,5
7517,5
273,5
5673,5
6241,5
7037,5
7003,5
4634,5
7624,5
6564,5
3492,5
2551,5
7749,5
6380,5
5152,5
6968,5
7439,5
1182,5
6547,5
6543,5
1427,5
2203,5
6018,5
7147,5
4184,5
1890,5
4395,5
5106,5
5642,5
4240,5
7287,5
2631,5
4991,5
6730,5
7681,5
6661,5
7090,5
5357,5
2746,5
7252,5
5226,5
5161,5
3034,5
1035,5
7178,5
4602,5
6621,5
6321,5
5831,5
6336,5
6320,5
6671,5
7302,5
7040,5
5859,5
7437,5
7833,5
6323,5
5221,5
6411,5
5824,5
6595,5
3380,5
5313,5
3748,5
6267,5
5188,5
6752,5
1023,5
7150,5
4461,5
5925,5
5330,5
5433,5
4315,5
7417,5
7840,5
2892,5
5273,5
5340,5
5696,5
2524,5
4582,5
3150,5
3275,5
5486,5
7088,5
5259,5
6335,5
4569,5
6137,5
6961,5
7792,5
6779,5
7471,5
3608,5
6235,5
4533,5
2878,5
4126,5
5223,5
6496,5
4990,5
3984,5
5483,5
4647,5
4760,5
6577,5
5916,5
5652,5
2171,5
6548,5
1459,5
7407,5
6471,5
6514,5
5922,5
7202,5
3372,5
7733,5
7468,5
6399,5
1181,5
4961,5
6251,5
5023,5
6097,5
6545,5
3560,5
1392,5
775,5
5522,5
7075,5
6523,5
4975,5
4228,5
7269,5
5680,5
5179,5
6853,5
6611,5
6108,5
6390,5
4859,5
4590,5
6240,5
6740,5
7804,5
115,5
8005,5
6445,5
6245,5
653,5
5886,5
2727,5
7297,5
5733,5
1689,5
5520,5
5245,5
6220,5
5854,5
6915,5
7576,5
5482,5
3082,5
6446,5
6373,5
4452,5
4988,5
3447,5
3457,4
5773,4
322,4
3377,4
1935,4
6015,4
2432,4
5917,4
2104,4
6198,4
3810,4
5890,4
6857,4
5870,4
7367,4
5488,4
6870,4
4416,4
7602,4
3805,4
7571,4
1300,4
7253,4
5171,4
6612,4
7450,4
7370,4
7815,4
3524,4
618,4
6852,4
1325,4
5381,4
6871,4
6479,4
4515,4
3119,4
6880,4
6903,4
7594,4
1256,4
4658,4
4241,4
7467,4
6971,4
5986,4
7316,4
6622,4
7051,4
6389,4
7166,4
7199,4
6433,4
6874,4
7621,4
1982,4
7008,4
7457,4
854,4
4265,4
3550,4
5251,4
4129,4
7411,4
5319,4
5390,4
6775,4
6435,4
3252,4
5797,4
5389,4
4127,4
7173,4
5685,4
5898,4
7774,4
6308,4
4797,4
6157,4
7713,4
7053,4
7612,4
6340,4
6605,4
6565,4
4130,4
6339,4
7345,4
5763,4
7019,4
6917,4
7608,4
7371,4
5190,4
7061,4
6657,4
6400,4
4794,4
7801,4
7356,4
4992,4
6872,4
5504,4
6249,4
4321,4
5934,4
5424,4
7626,4
7932,4
3531,4
6863,4
7413,4
7941,4
2329,4
6520,4
1258,4
7459,4
2070,4
5932,4
2654,4
3734,4
1262,4
3056,4
7750,4
7018,4
2041,4
4536,4
7405,4
7085,4
5686,4
2769,4
7377,4
7443,4
7384,4
4912,4
7690,4
2152,4
3389,4
7797,4
4943,4
5997,4
1656,4
5937,4
1423,4
7183,4
5645,4
6693,4
6892,4
3126,4
5970,4
6916,4
2851,4
7047,4
6440,4
6998,4
3455,4
4294,4
5617,4
2473,4
7402,4
7917,4
3196,4
5287,4
7664,4
5988,4
5901,4
2988,4
6118,4
4312,4
6405,4
7622,4
7568,4
5289,4
4941,4
7313,4
4851,4
4551,4
7114,4
7523,4
6739,4
1251,4
7675,4
6782,4
1238,4
6697,4
6173,4
7590,4
5690,4
5869,4
7100,4
4409,4
5624,4
4983,4
6610,4
522,4
3188,4
6153,4
5072,4
5124,4
6977,4
7206,4
6813,4
2929,4
7400,4
6832,4
7529,4
6529,4
5777,4
5142,4
1194,4
6302,4
4285,4
6404,4
4507,4
5818,4
6958,4
7654,4
6506,4
3653,4
3139,4
112,4
3446,4
5194,4
3796,4
6768,4
6456,4
6122,4
1779,4
6234,4
1367,4
7125,4
3807,4
7553,4
7034,4
1864,4
6152,4
6994,4
7462,4
5975,4
6933,4
4408,4
6996,4
6744,4
7556,4
6285,4
4003,4
7035,4
432,4
5250,4
1025,4
4879,4
6024,4
5332,4
6631,4
499,4
6277,4
4049,4
6144,4
6795,4
3110,4
508,4
4834,4
6052,4
7676,4
3173,4
4774,4
6289,4
6910,4
1959,4
6920,4
5242,4
6780,4
1794,4
5530,4
7463,4
5599,4
6849,4
7041,4
7390,4
7045,4
3981,4
6123,4
1573,4
3820,4
7294,4
3947,4
5051,4
5569,4
422,4
6488,4
5211,4
6083,4
4559,4
5001,4
6189,4
4140,4
5132,4
7613,4
5893,4
7707,4
7288,4
7487,4
5879,4
1355,4
4449,4
6011,4
6558,4
5656,4
7687,4
6503,4
7306,4
3729,4
4539,4
5478,4
7240,4
6883,4
4979,4
2416,4
6481,4
4487,4
6487,4
7714,4
4301,4
5544,4
6219,4
120,4
6566,4
1317,4
4925,4
4963,4
6417,4
7421,4
6818,4
4949,4
63,4
4587,4
7159,4
3327,4
1162,4
5576,4
4425,4
5432,4
6827,4
6358,4
6032,4
7929,4
4978,4
7543,4
6690,4
6847,4
7120,4
6538,4
4803,4
397,4
6860,4
6767,4
6070,4
6007,4
2668,4
2327,4
5525,4
6890,4
5684,4
6794,4
6789,4
5678,4
5749,4
7228,4
6104,4
684,4
7236,4
4813,4
7136,4
5489,4
4878,4
7656,4
7461,4
2844,4
7502,4
7133,4
7906,4
6370,4
7043,4
7096,4
1065,4
6190,4
4383,4
4224,4
5661,4
1354,4
5639,4
6194,4
6176,4
3445,4
6647,4
7453,4
5255,4
4074,4
5261,4
5622,4
7250,4
6279,4
2621,4
7525,4
5778,4
7628,4
4403,4
6982,4
4415,4
1144,4
5787,4
6452,4
6232,4
773,4
2084,4
3797,4
6649,4
3987,4
7441,4
6842,4
6651,4
6802,4
7691,4
7444,4
5031,4
1707,4
2752,4
6095,4
2150,4
4644,4
6623,4
2911,4
7503,4
6256,4
7033,4
3506,4
4542,4
3559,4
7672,4
2236,4
6304,4
4710,4
5947,4
7956,4
6716,4
7323,4
3136,4
4847,4
5233,4
6020,4
2129,4
5254,4
6643,4
6460,4
4716,3
2028,3
7121,3
6948,3
5271,3
2488,3
6322,3
2919,3
5729,3
6561,3
7793,3
1031,3
7623,3
7434,3
6388,3
5301,3
4534,3
7809,3
7629,3
5199,3
3551,3
6777,3
7102,3
8020,3
5492,3
7760,3
5588,3
4541,3
6770,3
7617,3
6754,3
7841,3
1722,3
5217,3
6013,3
4685,3
7678,3
226,3
7087,3
5990,3
6911,3
6919,3
4591,3
4259,3
7753,3
3228,3
6392,3
2771,3
7180,3
1601,3
7168,3
7615,3
6772,3
7200,3
7092,3
6170,3
8038,3
3716,3
3063,3
7229,3
3460,3
8023,3
7679,3
5378,3
5141,3
1767,3
6769,3
4141,3
4069,3
5675,3
7046,3
3193,3
7860,3
5310,3
7307,3
7888,3
6604,3
7850,3
5887,3
3371,3
6347,3
3668,3
2195,3
7060,3
7006,3
6614,3
7052,3
7097,3
4868,3
7210,3
4670,3
7635,3
5694,3
3237,3
3484,3
6372,3
3841,3
7093,3
6692,3
7788,3
6861,3
3098,3
5561,3
7338,3
5216,3
6630,3
2455,3
3812,3
6465,3
6869,3
7170,3
2779,3
6862,3
6454,3
6758,3
7557,3
6634,3
7606,3
4243,3
2939,3
4918,3
7416,3
7480,3
4323,3
6130,3
8056,3
7976,3
7289,3
7653,3
7224,3
7593,3
7935,3
7767,3
4358,3
5760,3
2273,3
7428,3
7280,3
7164,3
7604,3
7349,3
7866,3
7030,3
2985,3
4306,3
4748,3
6652,3
5891,3
4624,3
6900,3
6424,3
7630,3
6112,3
5182,3
4729,3
7284,3
4351,3
5653,3
7419,3
7127,3
5701,3
7489,3
6483,3
7738,3
2003,3
6063,3
7877,3
7704,3
7779,3
7884,3
6539,3
5800,3
6030,3
3405,3
5964,3
4496,3
6107,3
6949,3
2047,3
5955,3
7326,3
5394,3
1927,3
7696,3
6000,3
7171,3
5253,3
7129,3
7131,3
7197,3
6691,3
4252,3
3819,3
6269,3
3834,3
3476,3
5538,3
4631,3
7447,3
5531,3
2634,3
7596,3
3753,3
4620,3
4524,3
3621,3
7342,3
313,3
4674,3
5512,3
6694,3
6266,3
7761,3
1034,3
6748,3
7331,3
6331,3
6082,3
2987,3
7145,3
2565,3
2865,3
7583,3
6341,3
6699,3
5707,3
6741,3
7426,3
6625,3
5926,3
6600,3
5629,3
608,3
7551,3
4989,3
6385,3
3881,3
7299,3
7244,3
7972,3
2871,3
4317,3
7451,3
1137,3
4078,3
7492,3
7022,3
3037,3
5843,3
3542,3
6293,3
5849,3
6749,3
7452,3
6629,3
4659,3
7435,3
7868,3
4996,3
7108,3
2366,3
4354,3
7824,3
6644,3
7050,3
7715,3
7762,3
7304,3
2828,3
7999,3
7329,3
7706,3
6156,3
7697,3
7109,3
6956,3
920,3
7209,3
1323,3
4780,3
4910,3
7769,3
4614,3
7195,3
6706,3
7141,3
7739,3
7192,3
6778,3
7020,3
7397,3
6843,3
5412,3
6467,3
4356,3
6788,3
6921,3
531,3
7805,3
7527,3
1314,3
7191,3
7310,3
2008,3
7532,3
5905,3
7232,3
2253,3
6345,3
6205,3
2282,3
6791,3
7939,3
5996,3
632,3
5882,3
6617,3
7563,3
4139,3
7079,3
7242,3
5867,3
7353,3
7067,3
7542,3
3858,3
589,3
6492,3
756,3
7548,3
7768,3
4304,3
5586,3
5715,3
885,3
7002,3
7506,3
7720,3
532,3
5784,3
7581,3
553,3
4488,3
7137,3
4267,3
5896,3
6935,3
6944,3
7217,3
6868,3
4998,3
5148,3
7483,3
5883,3
7657,3
7578,3
5878,3
7084,3
3386,3
3787,3
4714,3
6809,3
7118,3
5445,3
4827,3
7430,3
7286,3
6981,3
2451,3
7395,3
7655,3
3539,3
4686,3
5471,3
6642,3
2521,3
6659,3
7415,3
7332,3
4476,3
7355,3
5085,3
5600,3
7771,3
5688,3
4275,3
5145,3
7477,3
6431,3
5196,3
4778,3
2094,3
7620,3
5117,3
6412,3
4347,3
3215,3
6743,3
7169,3
6805,3
5568,3
7385,3
4287,3
4394,3
5292,3
6494,3
7446,3
7460,3
7422,3
2811,3
3755,3
4160,3
6731,3
6081,3
5697,3
6867,3
6159,3
5032,3
5958,3
7855,3
7528,3
7396,3
5260,3
7241,3
6591,3
4245,3
7357,3
6272,3
7429,3
7892,3
7351,3
5716,3
4765,3
2206,3
4743,3
3363,3
6346,3
5383,3
6281,3
5430,3
6727,3
6703,3
7575,3
8039,3
6801,3
4598,3
7219,3
7017,3
2479,3
3553,3
4346,3
7736,3
5119,3
2901,3
6208,3
6816,3
4895,3
5597,3
1063,3
7934,3
4603,3
6567,3
6497,3
7902,3
3438,3
7336,3
6670,3
5957,3
6103,3
279,3
7431,3
4772,3
6427,3
7686,3
7589,3
7652,3
5860,3
1616,3
6125,3
5545,3
3786,3
5907,3
6698,3
6562,3
2734,3
7903,3
7456,3
4828,3
6361,3
7592,3
7478,3
6434,3
7277,3
7379,3
7611,3
4893,3
548,3
6763,3
7475,3
6855,3
1090,3
7424,3
6807,3
6066,3
7731,2
6636,2
7347,2
6254,2
5603,2
7488,2
6975,2
6633,2
7727,2
7119,2
7476,2
5660,2
7190,2
7946,2
6700,2
299,2
6587,2
7066,2
5539,2
3667,2
5601,2
7000,2
7601,2
7954,2
7179,2
6912,2
6145,2
7701,2
7140,2
7354,2
5842,2
2741,2
4804,2
7952,2
7658,2
4205,2
6734,2
7254,2
4444,2
5809,2
6162,2
4810,2
7979,2
4162,2
879,2
6102,2
3801,2
7518,2
6959,2
6365,2
4447,2
7649,2
6004,2
5881,2
7876,2
983,2
7276,2
8002,2
6268,2
3900,2
6168,2
4092,2
8060,2
7086,2
7728,2
7813,2
6742,2
6851,2
1358,2
1149,2
7327,2
5153,2
4869,2
6896,2
6964,2
4595,2
6428,2
6937,2
7634,2
7776,2
4842,2
6810,2
7001,2
7540,2
7645,2
7924,2
7172,2
7632,2
7619,2
7516,2
6261,2
549,2
6280,2
7142,2
3253,2
7314,2
892,2
5973,2
4050,2
7181,2
7856,2
7745,2
7638,2
7182,2
7322,2
1681,2
7505,2
6679,2
2708,2
6480,2
4302,2
5977,2
6799,2
6127,2
7221,2
4206,2
7494,2
2227,2
5689,2
5754,2
7800,2
7913,2
7485,2
7832,2
8047,2
2575,2
5473,2
7392,2
6993,2
7834,2
3165,2
7836,2
3720,2
6541,2
5758,2
7573,2
6878,2
2782,2
6689,2
6166,2
8028,2
7814,2
7721,2
6360,2
7949,2
5574,2
7732,2
3561,2
6298,2
7605,2
7335,2
8073,2
2576,2
7261,2
3248,2
5946,2
7509,2
6686,2
5589,2
6237,2
6053,2
4001,2
6549,2
7968,2
7167,2
3497,2
5518,2
6498,2
7064,2
7432,2
5476,2
387,2
5114,2
7049,2
7346,2
6154,2
4430,2
8088,2
7058,2
7238,2
5178,2
6976,2
7544,2
7333,2
6581,2
7151,2
4219,2
5813,2
4562,2
7265,2
7969,2
4871,2
7143,2
7787,2
5949,2
4856,2
6707,2
6055,2
7024,2
7685,2
5631,2
7059,2
3432,2
4853,2
3598,2
2674,2
4902,2
7303,2
5501,2
5163,2
4477,2
5927,2
4711,2
7773,2
7743,2
7734,2
6705,2
7808,2
6528,2
6510,2
7823,2
3350,2
2856,2
4741,2
5047,2
8103,2
7464,2
6012,2
3374,2
7193,2
6482,2
7423,2
7110,2
7993,2
7795,2
6858,2
5499,2
7501,2
7237,2
3472,2
5438,2
8014,2
5365,2
2852,2
5711,2
6681,2
7747,2
657,2
2889,2
7291,2
7765,2
5714,2
7474,2
7789,2
7521,2
6736,2
7953,2
7861,2
5459,2
6225,2
5212,2
3698,2
5391,2
5022,2
6473,2
7187,2
6824,2
5992,2
7339,2
6037,2
3869,2
4458,2
5214,2
7534,2
5111,2
6401,2
7698,2
1214,2
6584,2
7251,2
7584,2
3121,2
5409,2
7350,2
7068,2
7859,2
7025,2
4965,2
6258,2
6962,2
6930,2
7689,2
4593,2
7010,2
7709,2
7449,2
6064,2
8037,2
2434,2
7235,2
4894,2
6576,2
7644,2
6923,2
6348,2
3927,2
682,2
7821,2
6717,2
7391,2
4570,2
4877,2
6724,2
7139,2
7378,2
6722,2
7212,2
7208,2
7515,2
7099,2
6602,2
7603,2
3651,2
1602,2
7796,2
7955,2
7643,2
5062,2
7978,2
3508,2
7196,2
3644,2
7582,2
6725,2
6552,2
4884,2
6544,2
6640,2
973,2
7669,2
7847,2
1026,2
7555,2
7083,2
5172,2
7547,2
3385,2
5858,2
1568,2
7848,2
6555,2
4530,2
6386,2
4012,2
7574,2
7361,2
7785,2
5795,2
6300,2
4521,2
6216,2
4938,2
7174,2
5938,2
433,2
7526,2
7661,2
3391,2
6408,2
3722,2
7508,2
7945,2
7893,2
7531,2
3319,2
5360,2
5505,2
6051,2
7536,2
6513,2
6432,2
6865,2
7440,2
6387,2
1449,2
7520,2
6395,2
7549,2
7484,2
6766,2
6811,2
7694,2
5129,2
6979,2
7098,2
980,2
6500,2
7719,2
7245,2
7038,2
7561,2
7944,2
7077,2
5829,2
2137,2
7987,2
4721,2
6718,2
5472,2
7965,2
5338,2
5297,2
7872,2
6221,2
7027,2
7138,2
566,2
377,2
5093,2
8017,2
6887,2
5669,2
7144,2
2606,2
5303,2
7843,2
5706,2
2692,2
652,2
7572,2
5290,2
5466,2
7827,2
460,2
5315,2
5508,2
7845,2
7862,2
8078,2
2967,2
7425,2
7726,2
7156,2
7757,2
7215,2
7631,2
4274,2
7404,2
7146,2
5065,2
6947,2
6094,2
7012,2
7627,2
7545,2
5845,2
6394,2
7032,2
6891,2
3423,2
2440,2
8041,1
8069,1
7916,1
7865,1
7905,1
4622,1
6191,1
7920,1
6490,1
6236,1
8107,1
8031,1
7633,1
7717,1
7959,1
7988,1
5979,1
7933,1
7693,1
7879,1
7718,1
7703,1
3950,1
8070,1
7538,1
7662,1
5496,1
1721,1
8007,1
6897,1
7781,1
6938,1
7117,1
7227,1
5744,1
7871,1
7512,1
7798,1
2453,1
3709,1
8034,1
6886,1
6100,1
5128,1
655,1
7260,1
7598,1
6310,1
7830,1
3424,1
5904,1
7927,1
6898,1
8040,1
6312,1
7433,1
7163,1
5801,1
7842,1
7723,1
6590,1
7486,1
7912,1
6665,1
8061,1
7398,1
7510,1
4235,1
8086,1
7858,1
7074,1
4939,1
7964,1
7838,1
6501,1
6349,1
3205,1
7637,1
7829,1
7401,1
6844,1
7923,1
6362,1
7448,1
7985,1
1241,1
7790,1
2515,1
6275,1
4715,1
6626,1
5796,1
7863,1
7318,1
401,1
7340,1
6484,1
7666,1
8112,1
6410,1
8052,1
7742,1
7569,1
8013,1
7936,1
7640,1
6781,1
7243,1
7931,1
2429,1
7491,1
7112,1
7990,1
7851,1
8087,1
7677,1
7207,1
4343,1
7268,1
8063,1
5415,1
7103,1
7507,1
7595,1
4501,1
7778,1
6963,1
6627,1
6242,1
6825,1
5403,1
6436,1
7063,1
7328,1
3488,1
5321,1
7154,1
7846,1
7524,1
5981,1
7076,1
7539,1
3415,1
2880,1
6511,1
6592,1
7185,1
6419,1
6953,1
8015,1
4744,1
7938,1
6819,1
7614,1
7292,1
7867,1
7957,1
8082,1
6972,1
7908,1
8093,1
5994,1
7737,1
5333,1
6230,1
7673,1
3570,1
7165,1
6119,1
6326,1
7780,1
7915,1
6841,1
6666,1
2395,1
8097,1
6169,1
4123,1
4239,1
6932,1
6814,1
6495,1
8012,1
435,1
5498,1
7559,1
6109,1
6397,1
816,1
693,1
2868,1
2543,1
6505,1
6470,1
7950,1
7772,1
8044,1
8054,1
6745,1
7766,1
7825,1
8009,1
7216,1
6091,1
7469,1
7029,1
7364,1
6990,1
3902,1
7588,1
8048,1
8068,1
4821,1
7874,1
6061,1
7514,1
2804,1
7454,1
7382,1
8062,1
5620,1
7271,1
7591,1
5110,1
7849,1
8065,1
7958,1
7567,1
7989,1
5050,1
8081,1
7881,1
7942,1
8106,1
7278,1
7919,1
7566,1
7930,1
7991,1
6757,1
7712,1
7894,1
7341,1
8100,1
7828,1
4641,1
8042,1
7372,1
7537,1
6804,1
5532,1
7586,1
7725,1
6209,1
7220,1
4232,1
7741,1
7775,1
8094,1
8092,1
8067,1
6588,1
7900,1
7970,1
5375,1
7764,1
7420,1
7997,1
8001,1
8006,1
4525,1
7910,1
7770,1
7267,1
7922,1
3728,1
6790,1
5817,1
5076,1
7259,1
5382,1
6202,1
6134,1
4173,1
6546,1
6509,1
7213,1
6356,1
7519,1
7759,1
3802,1
7682,1
6516,1
6787,1
7472,1
7763,1
6146,1
6660,1
7511,1
7647,1
8045,1
8024,1
6902,1
6701,1
6041,1
6188,1
6554,1
7899,1
6218,1
1666,1
7967,1
7909,1
4735,1
1532,1
7786,1
7105,1
5087,1
5236,1
7948,1
6105,1
7748,1
6796,1
5135,1
7674,1
6674,1
7026,1
5877,1
4942,1
7500,1
3033,1
7317,1
7580,1
7013,1
7493,1
8029,1
5144,1
6416,1
6201,1
3701,1
7724,1
7873,1
7960,1
7940,1
7755,1
7963,1
5770,1
7560,1
1988,1
6337,1
7705,1
8064,1
7319,1
7562,1
6735,1
7887,1
8072,1
8104,1
7966,1
5224,1
8105,1
286,1
6673,1
7205,1
8051,1
4334,1
8090,1
6324,1
5965,1
6914,1
7352,1
6966,1
1661,1
6726,1
6924,1
7977,1
3777,1
8036,1
7777,1
2894,1
6637,1
445,1
8102,1
7819,1
7021,1
6420,1
7214,1
8109,1
2838,1
1679,1
7802,1
2632,1
7752,1
683,1
7710,1
6175,1
7692,1
7381,1
7822,1
7375,1
6414,1
7225,1
6641,1
3137,1
7321,1
6760,1
823,1
7826,1
7680,1
8084,1
7820,1
8120,1
6286,1
7132,1
6837,1
6589,1
5071,1
7479,1
7665,1
1119,1
7233,1
7081,1
7818,1
3916,1
6765,1
7285,1
6931,1
7541,1
4926,1
7158,1
4773,1
5931,1
7904,1
7427,1
6573,1
7803,1
8000,1
7971,1
7343,1
7004,1
7992,1
7473,1
7810,1
8113,1
7982,1
6231,1
8071,1
7812,1
8077,1
6222,1
6377,1
7994,1
7973,1
7975,1
8117,1
